valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,205.663612,47.504757,1,S,,,,,,"ref iteration #1"
400.perlbench,9770,206.01944,47.422709,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,205.193188,47.613666,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,324.156499,29.769571,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,323.476817,29.832122,1,S,,,,,,"ref iteration #2"
401.bzip2,9650,322.548418,29.917989,0,S,,,,,,"ref iteration #3"
403.gcc,8050,179.673523,44.803485,0,S,,,,,,"ref iteration #1"
403.gcc,8050,180.290311,44.650209,1,S,,,,,,"ref iteration #2"
403.gcc,8050,182.443146,44.123335,0,S,,,,,,"ref iteration #3"
429.mcf,9120,197.69393,46.131917,1,S,,,,,,"ref iteration #1"
429.mcf,9120,196.123256,46.50137,0,S,,,,,,"ref iteration #2"
429.mcf,9120,198.714779,45.894926,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,349.500522,30.014261,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,349.11338,30.047545,1,S,,,,,,"ref iteration #2"
445.gobmk,10490,348.81894,30.072908,0,S,,,,,,"ref iteration #3"
456.hmmer,9330,280.89666,33.215062,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,281.962196,33.089542,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,281.182392,33.18131,1,S,,,,,,"ref iteration #3"
458.sjeng,12100,387.641711,31.214391,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,388.088211,31.178479,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,387.829565,31.199272,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,253.007053,81.89495,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,251.927109,82.246012,1,S,,,,,,"ref iteration #2"
462.libquantum,20720,251.388144,82.422344,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,356.018367,62.159714,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,356.545458,62.067822,1,S,,,,,,"ref iteration #2"
464.h264ref,22130,358.823373,61.673797,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,220.912408,28.291756,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,221.91483,28.163958,1,S,,,,,,"ref iteration #2"
471.omnetpp,6250,222.85729,28.044853,0,S,,,,,,"ref iteration #3"
473.astar,7020,276.935171,25.348893,1,S,,,,,,"ref iteration #1"
473.astar,7020,279.756135,25.093283,0,S,,,,,,"ref iteration #2"
473.astar,7020,276.628173,25.377025,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,143.474969,48.092012,1,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,144.054889,47.898409,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,143.458717,48.097461,0,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,205.663612,47.504757,1,S,,,,,NR,"SelectedIteration (base #1)"
401.bzip2,9650,323.476817,29.832122,1,S,,,,,NR,"SelectedIteration (base #2)"
403.gcc,8050,180.290311,44.650209,1,S,,,,,NR,"SelectedIteration (base #2)"
429.mcf,9120,197.69393,46.131917,1,S,,,,,NR,"SelectedIteration (base #1)"
445.gobmk,10490,349.11338,30.047545,1,S,,,,,NR,"SelectedIteration (base #2)"
456.hmmer,9330,281.182392,33.18131,1,S,,,,,NR,"SelectedIteration (base #3)"
458.sjeng,12100,387.829565,31.199272,1,S,,,,,NR,"SelectedIteration (base #3)"
462.libquantum,20720,251.927109,82.246012,1,S,,,,,NR,"SelectedIteration (base #2)"
