time	rss	kernel
0	831488	233472
100601886	54460416	598016
200633845	92610560	684032
300632831	93646848	696320
400631331	100835328	708608
500604435	100798464	708608
600625420	101060608	712704
700610014	112717824	741376
800625858	123129856	761856
900619829	159436800	831488
1000615440	159436800	831488
1100613896	430755840	1359872
1200626846	668520448	1822720
1300620126	702205952	1888256
1400614878	702205952	1888256
1500610720	702205952	1888256
1600594202	702205952	1888256
1700593193	702205952	1888256
1800593359	702205952	1888256
1900590996	702205952	1888256
2000610443	701939712	1896448
2100622091	707837952	1908736
2200601573	713867264	1921024
2300612021	141361152	1921024
2400612239	153858048	1925120
2500606070	176009216	1925120
2600618129	177713152	1925120
2700599927	179154944	1925120
2800604073	184528896	1925120
2900597293	184659968	1925120
3000599206	185839616	1925120
3100599633	187281408	1925120
3200606163	188592128	1925120
3300600754	189763584	1925120
3400607182	190943232	1925120
3500607780	192122880	1925120
3600616015	209686528	1925120
3700611157	208089088	1925120
3800609436	208089088	1925120
3900603346	208089088	1925120
4000598007	208089088	1925120
4100605376	208089088	1925120
4200598701	208089088	1925120
4300605115	208089088	1925120
4400605644	208089088	1925120
4500603556	208089088	1925120
4600601127	208089088	1925120
4700607367	208089088	1925120
4800601075	188542976	1925120
4900606141	157605888	1925120
5000603859	157712384	1925120
5100596952	157659136	1925120
5200597799	157523968	1925120
5300599823	158183424	1925120
5400597902	157519872	1925120
5500597936	157515776	1925120
5600596869	157519872	1925120
5700597832	158175232	1925120
5800596548	157245440	1925120
5900597560	157511680	1925120
6000596766	157634560	1925120
6100598658	157413376	1925120
6200596878	157581312	1925120
6300591693	156364800	1925120
6400596276	157585408	1925120
6500596771	157548544	1925120
6600593377	156200960	1925120
6700594658	156557312	1925120
6800593552	157642752	1933312
6900595687	155869184	1933312
7000592471	157556736	1933312
7100592092	167227392	1933312
7200625221	167227392	1933312
7300619619	167227392	1933312
7400614094	167227392	1933312
7500632764	167227392	1933312
7600615628	167227392	1933312
7700633375	167227392	1933312
7800636562	167227392	1933312
7900616162	167227392	1933312
8000621733	167227392	1933312
8100602838	158236672	1933312
8200603656	158232576	1933312
8300600718	158224384	1933312
8400603151	158220288	1933312
8500614091	158216192	1933312
8600603095	155971584	1933312
8700602404	155996160	1933312
8800602330	156028928	1933312
8900597494	156053504	1933312
9000597699	155955200	1933312
9100596503	155987968	1933312
9200597371	156012544	1933312
9300600182	155512832	1933312
9400594415	156069888	1933312
9500592124	155963392	1933312
9600596705	155996160	1933312
9700596422	156020736	1933312
9800594926	156053504	1933312
9900596913	156078080	1933312
10000593438	155971584	1933312
10100594542	155996160	1933312
10200594507	156020736	1933312
10300595013	156053504	1933312
10400594320	156078080	1933312
10500593632	156094464	1933312
10600593789	156119040	1933312
10700618442	168275968	1933312
10800619383	168275968	1933312
10900614790	166686720	1933312
11000617321	166686720	1933312
11100635886	166686720	1933312
11200631433	166686720	1933312
11300604251	166686720	1933312
11400615876	166686720	1933312
11500628814	166686720	1933312
11600612888	243625984	1933312
11700635196	475099136	1933312
11800629778	475099136	1933312
11900621593	669741056	1933312
12000619819	669741056	1933312
12100622160	669741056	1933312
12200634160	669741056	1933312
12300629060	669741056	1933312
12400638780	669741056	1933312
12500638648	669741056	1933312
12600658088	669741056	1933312
12700620555	669741056	1933312
12800628783	669741056	1933312
12900639166	669741056	1933312
13000638389	669741056	1933312
13100619097	669741056	1933312
13200620099	669741056	1933312
13300634229	669741056	1933312
13400634132	669741056	1933312
13500632365	669741056	1933312
13600627054	669741056	1933312
13700614194	669741056	1933312
13800623872	669741056	1933312
13900638832	669741056	1933312
14000624717	669741056	1933312
14100635521	669741056	1933312
14200627440	669741056	1933312
14300615819	669741056	1933312
14400638333	669741056	1933312
14500634997	669741056	1933312
14600623960	669741056	1933312
14700613935	669741056	1933312
14800623591	669741056	1933312
14900612118	669741056	1933312
15000624372	669741056	1933312
15100637389	781971456	2220032
15200628514	825995264	2498560
15300630375	877981696	2637824
15400609584	671035392	2637824
15500626497	183369728	2846720
15600608009	443678720	3219456
15700633291	154017792	3219456
15800622036	154660864	3219456
15900640472	159375360	3219456
16000624247	154578944	3219456
16100627439	165740544	3219456
16200631182	174260224	3219456
16300629009	165171200	3219456
16400609896	161554432	3219456
16500607715	170409984	3219456
16600610217	160436224	3219456
16700612038	164052992	3219456
16800609485	168034304	3219456
16900613551	166940672	3219456
17000629303	170512384	3219456
17100634139	169439232	3219456
17200655247	165666816	3219456
17300608367	170508288	3219456
17400629147	177393664	3219456
17500633157	169480192	3219456
17600623183	177225728	3219456
17700623675	160129024	3219456
17800625297	163598336	3371008
17900608975	163852288	3514368
18000604433	164093952	3653632
18100609009	165650432	3813376
18200606494	168054784	3960832
18300606063	164360192	4124672
18400608410	162574336	4292608
18500611347	164622336	4456448
18600611961	170295296	4612096
18700627190	172429312	4780032
18800633406	180359168	4972544
18900613853	175964160	5124096
19000626302	175910912	5185536
19100622916	157560832	5185536
19200621168	157552640	5185536
19300610871	157544448	5185536
19400605475	155041792	5185536
19500596967	154939392	5185536
19600594123	154968064	5185536
19700596050	154996736	5185536
19800597700	155025408	5185536
19900595037	154136576	5185536
20000596770	154972160	5185536
20100596220	154968064	5185536
20200598198	154996736	5185536
20300592211	154636288	5185536
20400608819	234995712	5185536
20500624683	186458112	5185536
20600612164	167493632	5185536
20700604992	170217472	5185536
20800612474	170516480	5189632
20900595388	173293568	5189632
21000594335	175022080	5189632
21100596108	176566272	5189632
21200595996	178233344	5189632
21300604368	182788096	5189632
21400626441	182919168	5189632
21500621836	182919168	5189632
21600604984	182530048	5189632
21700603545	182530048	5189632
21800612006	185544704	5189632
21900612182	178057216	5189632
22000632220	178057216	5189632
22100639778	178057216	5189632
22200641178	178057216	5189632
22300645128	178057216	5189632
22400641572	178057216	5189632
22500640917	178057216	5189632
22600639411	178057216	5189632
22700644384	178057216	5189632
22800616544	178057216	5189632
22900624589	178057216	5189632
23000642384	178057216	5189632
23100629571	178057216	5189632
23200637185	178057216	5189632
23300645155	178057216	5189632
23400643537	178057216	5189632
23500643520	178057216	5189632
23600639708	178057216	5189632
23700643106	178057216	5189632
23800642925	178057216	5189632
23900634527	178057216	5189632
24000631852	178057216	5189632
24100630496	178057216	5189632
24200638362	178057216	5189632
24300641791	178057216	5189632
24400641934	178057216	5189632
24500640995	178057216	5189632
24600645740	178057216	5189632
24700630196	179105792	5189632
24800629152	199315456	5189632
24900642635	199315456	5189632
25000622289	265244672	5189632
25100627537	294064128	5189632
25200621788	297488384	5193728
25300621437	299716608	5193728
25400610675	252248064	5193728
25500606546	221523968	5193728
25600616664	221523968	5193728
25700610725	221523968	5193728
25800593848	221523968	5193728
25900591209	221523968	5193728
26000602142	223883264	5193728
26100616535	218923008	5193728
26200597742	219418624	5193728
26300598619	219406336	5193728
26400591598	219394048	5193728
26500602489	219394048	5193728
26600640325	213098496	5193728
26700653672	220438528	5193728
26800605387	218730496	5193728
26900617000	218914816	5193728
27000610112	219885568	5193728
27100612458	220815360	5193728
27200611404	221220864	5193728
27300603533	222707712	5193728
27400608465	222707712	5193728
27500632227	232275968	5193728
27600610609	217759744	5193728
27700610227	233750528	5193728
27800610506	233750528	5193728
27900612712	220266496	5193728
28000631109	155848704	5226496
28100607183	167907328	5226496
28200630384	160628736	5226496
28300625127	150740992	5226496
28400622678	166559744	5226496
28500613492	152219648	5226496
28600626179	152866816	5226496
28700627658	153157632	5226496
28800628512	156041216	5226496
28900607374	158961664	5226496
29000630324	156897280	5226496
29100606265	147836928	5230592
