valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,204.479079,47.779949,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,206.396453,47.336085,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,205.729035,47.489651,1,S,,,,,,"ref iteration #3"
401.bzip2,9650,323.670717,29.814251,1,S,,,,,,"ref iteration #1"
401.bzip2,9650,323.428438,29.836585,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,324.982562,29.693901,0,S,,,,,,"ref iteration #3"
403.gcc,8050,188.642349,42.673345,0,S,,,,,,"ref iteration #1"
403.gcc,8050,189.835374,42.405163,0,S,,,,,,"ref iteration #2"
403.gcc,8050,189.751487,42.42391,1,S,,,,,,"ref iteration #3"
429.mcf,9120,197.409694,46.198339,0,S,,,,,,"ref iteration #1"
429.mcf,9120,199.123395,45.800746,0,S,,,,,,"ref iteration #2"
429.mcf,9120,198.115254,46.03381,1,S,,,,,,"ref iteration #3"
445.gobmk,10490,350.337939,29.942518,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,350.461334,29.931975,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,350.401654,29.937073,1,S,,,,,,"ref iteration #3"
456.hmmer,9330,280.181327,33.299864,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,281.176834,33.181965,1,S,,,,,,"ref iteration #2"
456.hmmer,9330,281.26768,33.171248,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,384.307517,31.485203,1,S,,,,,,"ref iteration #1"
458.sjeng,12100,383.923838,31.516668,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,384.357446,31.481113,0,S,,,,,,"ref iteration #3"
462.libquantum,20720,250.745161,82.633698,1,S,,,,,,"ref iteration #1"
462.libquantum,20720,251.071216,82.526386,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,250.500845,82.714292,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,351.585317,62.94347,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,349.488008,63.3212,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,349.714365,63.280214,1,S,,,,,,"ref iteration #3"
471.omnetpp,6250,254.757013,24.533181,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,256.78095,24.339812,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,256.21949,24.393148,1,S,,,,,,"ref iteration #3"
473.astar,7020,275.316147,25.49796,1,S,,,,,,"ref iteration #1"
473.astar,7020,275.329731,25.496702,0,S,,,,,,"ref iteration #2"
473.astar,7020,275.261666,25.503006,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,113.748788,60.659987,0,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,114.287852,60.373871,1,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,114.678934,60.167982,0,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,205.729035,47.489651,1,S,,,,,NR,"SelectedIteration (base #3)"
401.bzip2,9650,323.670717,29.814251,1,S,,,,,NR,"SelectedIteration (base #1)"
403.gcc,8050,189.751487,42.42391,1,S,,,,,NR,"SelectedIteration (base #3)"
429.mcf,9120,198.115254,46.03381,1,S,,,,,NR,"SelectedIteration (base #3)"
445.gobmk,10490,350.401654,29.937073,1,S,,,,,NR,"SelectedIteration (base #3)"
456.hmmer,9330,281.176834,33.181965,1,S,,,,,NR,"SelectedIteration (base #2)"
458.sjeng,12100,384.307517,31.485203,1,S,,,,,NR,"SelectedIteration (base #1)"
462.libquantum,20720,250.745161,82.633698,1,S,,,,,NR,"SelectedIteration (base #1)"
464.h264ref,22130,349.714365,63.280214,1,S,,,,,NR,"SelectedIteration (base #3)"
471.omnetpp,6250,256.21949,24.393148,1,S,,,,,NR,"SelectedIteration (base #3)"
473.astar,7020,275.316147,25.49796,1,S,,,,,NR,"SelectedIteration (base #1)"
483.xalancbmk,6900,114.287852,60.373871,1,S,,,,,NR,"SelectedIteration (base #2)"

SPECint_base2006,40.040361,,40.040361
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",001

"Hardware Vendor:",Intel
"Hardware Model:","Intel Core i7-4558U"
"Date tested:",Feb-2019
"CPU2006 License:",0
"Test sponsor:",PLASMA
"Tested by:","Bobby Powers"
"Hardware avail:",Oct-2017
"Software avail:",Oct-2017


HARDWARE

"CPU Name","Intel Core i7-8550U"
"CPU Characteristics"," "
"CPU MHz",3200
FPU,Integrated
"CPU(s) enabled","4 cores, 1 chip, 2 cores/chip, 2 threads/core"
"CPU(s) orderable","1,2 chips"
"Primary Cache","9999 KB I + 9999 KB D on chip per core"
"Secondary Cache","9999 KB I+D on chip per core"
"L3 Cache","9999 MB I+D on chip per chip"
"Other Cache",None
Memory,"16 GB"
,"15.370 GB fixme: If using DDR3, format is:"
,"'N GB (M x N GB nRxn PCn-nnnnnR-n, ECC)'"
"Disk Subsystem","468 GB  add more disk info here"
"Other Hardware",None

SOFTWARE

"Operating System","Ubuntu 18.04.1 LTS"
,4.20.10
Compiler,"gcc (Ubuntu 7.2.0-8ubuntu3) 7.2.0"
"Auto Parallel",No
"File System",overlay
"System State","Run level N (add definition here)"
"Base Pointers",64-bit
"Peak Pointers",64-bit
"Other Software",None

"Submit Notes"
