time	rss	kernel
0	671744	139264
100594154	100229120	569344
200602786	100229120	569344
300615945	100229120	569344
400614730	100229120	569344
500617297	100229120	569344
600605633	100229120	569344
700599492	100229120	569344
800599177	100229120	569344
900598832	100229120	569344
1000599308	100229120	569344
1100600563	100229120	569344
1200597475	100229120	569344
1300598192	100229120	569344
1400601234	100229120	569344
1500590860	100229120	569344
1600616923	100229120	569344
1700616965	100229120	569344
1800604970	100229120	569344
1900590889	100229120	569344
2000599142	100229120	569344
2100600189	100229120	569344
2200594959	100229120	569344
2300597045	100229120	569344
2400600309	100229120	569344
2500602568	100229120	569344
2600601049	100229120	569344
2700620241	100229120	569344
2800599654	100229120	569344
2900600673	100229120	569344
3000597032	100229120	569344
3100600127	100229120	569344
3200598820	100229120	569344
3300590496	100229120	569344
3400597527	100229120	569344
3500597339	100229120	569344
3600597422	100229120	569344
3700605629	100229120	569344
3800597710	100229120	569344
3900597051	100229120	569344
4000600671	100229120	569344
4100615433	100229120	569344
4200616532	100229120	569344
4300591888	100229120	569344
4400598573	100229120	569344
4500597350	100229120	569344
4600600628	100229120	569344
4700617078	100229120	569344
4800614778	100229120	569344
4900599516	100229120	569344
5000601366	100229120	569344
5100592995	100229120	569344
5200599135	100229120	569344
5300597687	100229120	569344
5400597311	100229120	569344
5500617693	100229120	569344
5600614887	100229120	569344
5700597608	100229120	569344
5800598826	100229120	569344
5900601843	100229120	569344
6000598291	100229120	569344
6100605142	100229120	569344
6200597858	100229120	569344
6300600513	100229120	569344
6400597633	100229120	569344
6500599986	100229120	569344
6600592895	100229120	569344
6700602074	100229120	569344
6800600033	100229120	569344
6900602012	100229120	569344
7000600704	100229120	569344
7100589008	100229120	569344
7200598293	100229120	569344
7300600957	100229120	569344
7400604492	100229120	569344
7500599336	100229120	569344
7600598525	100229120	569344
7700597475	100229120	569344
7800599429	100229120	569344
7900599680	100229120	569344
8000592258	100229120	569344
8100596278	100229120	569344
8200597504	100229120	569344
8300600046	100229120	569344
8400593443	100229120	569344
8500599246	100229120	569344
8600603114	100229120	569344
8700638724	100229120	569344
8800600219	100229120	569344
8900600647	100229120	569344
9000601268	100229120	569344
9100598247	100229120	569344
9200600091	100229120	569344
9300594734	100229120	573440
9400601954	100229120	573440
9500608123	100229120	573440
9600615524	100229120	573440
9700615777	100229120	573440
9800599115	100229120	573440
9900617049	100229120	573440
10000615509	100229120	573440
10100614295	100229120	573440
10200618207	100229120	573440
10300606379	100229120	573440
10400615453	100229120	573440
10500589779	100229120	573440
10600590472	100229120	573440
10700620856	100229120	573440
10800624981	105865216	585728
10900624453	105865216	585728
11000620509	105865216	585728
11100603398	105865216	585728
11200607490	105865216	585728
11300593513	105865216	585728
11400602361	105865216	585728
11500602286	105865216	585728
11600595375	105865216	585728
11700604801	105865216	585728
11800604338	105865216	585728
11900595986	105865216	585728
12000603451	105865216	585728
12100595954	105865216	585728
12200602290	105865216	585728
12300594907	105865216	585728
12400602517	105865216	585728
12500564553	105865216	585728
12600604565	105865216	585728
12700606797	105865216	585728
12800602068	105865216	585728
12900602222	105865216	585728
13000603528	105865216	585728
13100605543	105865216	585728
13200599811	105865216	585728
13300597623	105865216	585728
13400597151	105865216	585728
13500601382	105865216	585728
13600604021	105865216	585728
13700600299	105865216	585728
13800603466	105865216	585728
13900601497	105865216	585728
14000603193	105865216	585728
14100596069	105865216	585728
14200606116	105865216	585728
14300594633	105865216	585728
14400603442	105865216	585728
14500603495	105865216	585728
14600641792	105865216	585728
14700605453	105865216	585728
14800605326	105865216	585728
14900606758	105865216	585728
15000599176	105865216	585728
15100601059	105865216	585728
15200607021	105865216	585728
15300604537	105865216	585728
15400597327	105865216	585728
15500602749	105865216	585728
15600603227	105865216	585728
15700604183	105865216	585728
15800600849	105865216	585728
15900608400	105865216	585728
16000602721	105865216	585728
16100602776	105865216	585728
16200594526	105865216	585728
16300601101	105865216	585728
16400602442	105865216	585728
16500605299	105865216	585728
16600600198	105865216	585728
16700606358	105865216	585728
16800600584	105865216	585728
16900600078	105865216	585728
17000598881	105865216	585728
17100607427	105865216	585728
17200600549	105865216	585728
17300604588	105865216	585728
17400596767	105865216	585728
17500610030	105865216	585728
17600608092	105865216	585728
17700602974	105865216	585728
17800604720	105865216	585728
17900604506	105865216	585728
18000603287	105865216	585728
18100604389	105865216	585728
18200604977	105865216	585728
18300598805	105865216	585728
18400605844	105865216	585728
18500602805	105865216	585728
18600606370	105865216	585728
18700605331	105865216	585728
18800604786	105865216	585728
18900607269	105865216	585728
19000603012	105865216	585728
19100604891	105865216	585728
19200601846	105865216	585728
19300603812	105865216	585728
19400604010	105865216	585728
19500601098	105865216	585728
19600604071	105865216	585728
19700601758	105865216	585728
19800598133	105865216	585728
19900610154	105865216	585728
20000602957	105865216	585728
20100606585	105865216	585728
20200602153	105865216	585728
20300601737	105865216	585728
20400595027	105865216	585728
20500603596	105865216	585728
20600598288	105865216	585728
20700617741	105832448	585728
20800607887	105832448	585728
20900615169	105832448	585728
21000610222	105832448	585728
21100598162	105832448	585728
21200606302	105832448	585728
21300598839	105832448	585728
21400593480	105832448	585728
21500594501	105832448	585728
21600602153	105832448	585728
21700624746	113172480	602112
21800630110	113172480	602112
21900618383	113172480	602112
22000611503	113172480	602112
22100608903	113172480	602112
22200609563	113172480	602112
22300607510	113172480	602112
22400607860	113172480	602112
22500610073	113172480	602112
22600607672	113172480	602112
22700600195	113172480	602112
22800608471	113172480	602112
22900611669	113172480	602112
23000609232	113172480	602112
23100606723	113172480	602112
23200606432	113172480	602112
23300609438	113172480	602112
23400598844	113172480	602112
23500609510	113172480	602112
23600608809	113172480	602112
23700608819	113172480	602112
23800608411	113172480	602112
23900605628	113172480	602112
24000606253	113172480	602112
24100599393	113172480	602112
24200581973	113172480	602112
24300572726	113172480	602112
24400572039	113172480	602112
24500570006	113172480	602112
24600574220	113172480	602112
24700571005	113172480	602112
24800572628	113172480	602112
24900573679	113172480	602112
25000568969	113172480	602112
25100569898	113172480	602112
25200571467	113172480	602112
25300571319	113172480	602112
25400574949	113172480	602112
25500571407	113172480	602112
25600573850	113172480	602112
25700571108	113172480	602112
25800572958	113172480	602112
25900571026	113172480	602112
26000568610	113172480	602112
26100575226	113172480	602112
26200572748	113172480	602112
26300572153	113172480	602112
26400571770	113172480	602112
26500569815	113172480	602112
26600570516	113172480	602112
26700575033	113172480	602112
26800574920	113172480	602112
26900569419	113172480	602112
27000571845	113172480	602112
27100568557	113172480	602112
27200570566	113172480	602112
27300566696	113172480	602112
27400571798	113172480	602112
27500573491	113172480	602112
27600572201	113172480	602112
27700574106	113172480	602112
27800573329	113172480	602112
27900572555	113172480	602112
28000568898	113172480	602112
28100569340	113172480	602112
28200570631	113172480	602112
28300574466	113172480	602112
28400568975	113172480	602112
28500570512	113172480	602112
28600568582	113172480	602112
28700567512	113172480	602112
28800571779	113172480	602112
28900571344	113172480	602112
29000572423	113172480	602112
29100572914	113172480	602112
29200570994	113172480	602112
29300570124	113172480	602112
29400571007	113172480	602112
29500568552	113172480	602112
29600571140	113172480	602112
29700567194	113172480	602112
29800569387	113172480	602112
29900569601	113172480	602112
30000570188	113172480	602112
30100572124	113172480	602112
30200570342	113172480	602112
30300574055	113172480	602112
30400576202	113172480	602112
30500571986	113172480	602112
30600573716	113172480	602112
30700571006	113172480	602112
30800568521	113172480	602112
30900569905	113172480	602112
31000562973	113172480	602112
31100566369	113172480	602112
31200565290	113172480	602112
31300564109	113172480	602112
31400564363	113172480	602112
31500564952	113172480	602112
31600563847	113172480	602112
31700566828	113172480	602112
31800565226	113172480	602112
