benchmark	allocator	runtime	runtime_relative	runtime_median	mem_max_rel	mem_median_rel	mem_mean_rel	mem_stddev_rel	mem_max_mb	mem_median_mb	mem_mean_mb	mem_stddev_mb
464.h264ref	mesh0n	349.714365	0.9714046279765457		1.0227909811090798	1.0102090720136936	0.9925652566232646	1.0885289231140922	65.5625	64.55078125	52.805428609522515	19.336963972714482
464.h264ref	mesh0y	350.127874	0.9725532355160443		0.9928702010968922	0.9809878958307862	0.9635544700500625	1.0601707175679238	63.64453125	62.68359375	51.2620267937981	18.83320005121176
464.h264ref	mesh1y	349.006137	0.969437376911916		0.9911639244363193	0.9806211028243061	0.9618272806403421	1.061779152202465	63.53515625	62.66015625	51.17013865197416	18.861772780810544
464.h264ref	mesh2y	350.2857	0.972991630166533		0.9996953077391835	0.9820271426824795	0.9642635510478246	1.06106408936311	64.08203125	62.75	51.299750586521895	18.849070183691413
471.omnetpp	glibc	258.954011	1.0		1.0	1.0	1.0	1.0	169.74609375	167.48828125	161.55279265197476	27.78754720660997
471.omnetpp	jemalloc	221.91483	0.8569661815356087		0.941226556207571	0.940480910511463	0.9350484863132023	0.9882889921871236	159.76953125	157.51953125	151.05969422889962	27.462127024172688
471.omnetpp	mesh0n	256.21949	0.9894401288111349		1.0504199746864573	1.0495137253072744	1.0464904474753849	1.0674189563358298	178.3046875	175.78125	169.06345427326312	29.660954638412218
471.omnetpp	mesh0y	271.311327	1.047720118148701		1.1193188355770338	1.0822119084824031	1.0820649039937835	1.0879029383462258	190.0	181.2578125	174.81060707088668	30.23015425550544
471.omnetpp	mesh1y	275.411647	1.0635542810727114		1.123645150155333	1.0866665111831517	1.0862523889450437	1.097053022741303	190.734375	182.00390625	175.48710695895087	30.484412657578115
471.omnetpp	mesh2y	275.589359	1.06424054964725		1.1228627315613853	1.087937588917135	1.0867615368377048	1.1023426336479782	190.6015625	182.216796875	175.56936122288315	30.63139797035195
473.astar	glibc	297.441081	1.0		1.0	1.0	1.0	1.0	326.19921875	132.78125	132.70087180138628	112.23756859361932
473.astar	jemalloc	276.935171	0.9310589178500196		0.9548301340007425	0.21861026123793834	0.28145616063055184	0.34597822651562016	311.46484375	29.02734375	37.34947788954525	38.831754930445676
473.astar	mesh0n	275.316147	0.9256157423661326		0.937394469924677	0.34169804659919983	0.4551216876978061	0.342569056795822	305.77734375	45.37109375	60.395044733217134	38.44911801017254
473.astar	mesh0y	275.996228	0.9279021817433483		0.9374064449686853	0.3079842315839021	0.3892020042404164	0.306209342561547	305.78125	40.89453125	51.6474452695501	34.36819208975871
473.astar	mesh1y	277.677782	0.9335555837359264		0.9371789191325278	0.3084843492586491	0.3917142804639881	0.3064193110183768	305.70703125	40.9609375	51.980826514623956	34.39175843883464
473.astar	mesh2y	278.188061	0.9352711470276024		0.9371669440885195	0.30645445987291126	0.38955124780799183	0.30624943663276166	305.703125	40.69140625	51.69379019543838	34.37269215082686
483.xalancbmk	glibc	143.043944	1.0		1.0	1.0	1.0	1.0	477.40625	421.205078125	342.43796612538176	120.44126452853077
483.xalancbmk	jemalloc	143.474969	1.003013234869978		1.000024546704196	1.000329226503197	1.0012141292920969	1.0002807699767031	477.41796875	421.34375	342.85373009078063	120.47508081956654
483.xalancbmk	mesh0n	114.287852	0.7989702241431486		1.2821970936702232	1.049550907227681	1.1975827385684872	1.0554542083693401	612.12890625	442.076171875	410.09779726225753	127.12023950796272
483.xalancbmk	mesh0y	121.029565	0.8461005871034988		1.196177259933233	0.9440454054354832	1.1216441419614174	0.8682057589507157	571.0625	397.63671875	384.09353868971675	104.56779947897697
483.xalancbmk	mesh1y	131.642568	0.9202945914298896		1.1601508804084573	0.9314606064259449	1.1057410820222378	0.8800552021515035	553.86328125	392.3359375	378.64772718897405	105.99496140203884
483.xalancbmk	mesh2y	132.784368	0.9282767538903988		1.1951299338875434	0.9313771405518949	1.1055618932363718	0.8779354449068726	570.5625	392.30078125	378.58636614558964	105.73965515900198
geomean	glibc		1.0	1.0	1.0	1.0	1.0	1.0	453.6240234375	453.6240234375	453.6240234375	453.6240234375
geomean	jemalloc		0.9791526706670044	1.0102453207801834	0.9823935536676934	1.0010177388070938	0.8685533700786664	0.8887658001791974	445.5472005208333	445.5472005208333	445.5472005208333	445.5472005208333
geomean	mesh0n		0.9738732615105661	1.0010708461328903	1.11942276673275	1.0027329862058831	1.0377703332599488	0.9490649061000941	461.5716145833333	461.5716145833333	461.5716145833333	461.5716145833333
geomean	mesh0y		0.9860030325229111	1.0017672188625732	1.1180687238118854	1.0030999584883729	1.018361822346508	0.9312429329992671	457.9645182291667	457.9645182291667	457.9645182291667	457.9645182291667
geomean	mesh1y		0.9963284234889789	1.0008454910766387	1.1146292608201915	1.0029184010557861	1.0175840831055065	0.9384370655805248	456.1005859375	456.1005859375	456.1005859375	456.1005859375
geomean	mesh2y		0.9988858606281573	1.001229003376257	1.1189648086555766	1.0025351047165822	1.0173540642356327	0.9312054244016073	457.9345703125	457.9345703125	457.9345703125	457.9345703125
